Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL378638,,0,577.53,1,4.33,9,CC(C)(C)C[C@@H]1N[C@H](C(=O)NCCN2CCOCC2)[C@@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',4000,nM,5.4,,,UO_0000065,9.35,0.19,1.07,6.53,FALSE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL377775,,0,492.42,0,4.97,6,CN(C)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1ccc(F)c(Cl)c1,Ki,'=',170,nM,6.77,,,UO_0000065,13.75,0.28,1.8,11.02,FALSE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL2089203,,0,553.39,2,6.86,8i,COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2ccc(C(F)(F)F)cc2NC(=S)C1c1ccc(Cl)cc1,Ki,'=',91,nM,7.04,,,UO_0000065,12.72,0.27,0.18,12.01,TRUE,CHEMBL2091389,Inhibition of MDM2 binding domain assessed as inhibition of p53 binding to MDM2 after 1 hr by fluorescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL2086350,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL4115347,,0,490.39,1,5.35,BDBM192182,C[C@H](c1ccc(Cl)cc1)N(C=O)C(C(=O)NC(C)(C)C)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',900,nM,6.05,,344082,UO_0000065,12.33,0.25,0.7,5.9,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3953222,,0,505.95,1,4.89,BDBM192201,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1c(F)cccc1F,Ki,'=',4.5,nM,8.35,,344095,UO_0000065,16.5,0.33,3.46,9.12,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL4089880,,0,688.03,2,7.34,2.19,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1C2CC3CC(C2)CC1C3)c1nnnn1-c1ccc(OCc2ccccc2Br)cc1,Ki,'=',1640,nM,5.79,,,UO_0000065,8.41,0.18,-1.55,4.9,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4099156,,0,487.39,1,5.08,2.12,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1Cc1ccc(Cl)cc1,Ki,'=',80,nM,7.1,,,UO_0000065,14.56,0.29,2.02,6.53,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4061874,,0,491.35,1,5.16,2.9,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1-c1ccc(F)c(Cl)c1,Ki,'=',650,nM,6.19,,,UO_0000065,12.59,0.26,1.03,5.69,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4100946,,0,481,1,5.49,2.7,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1-c1ccc(C(C)C)cc1,Ki,'=',100,nM,7,,,UO_0000065,14.55,0.28,1.51,6.44,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4104282,,0,473.36,1,5.02,2.5,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1-c1ccc(Cl)cc1,Ki,'=',290,nM,6.54,,,UO_0000065,13.81,0.28,1.52,6.01,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3265099,,0,371.86,1,5.41,7b,CC(C)Oc1ccc(/C=C2/C(=O)Nc3cc(Cl)ccc32)c(OC(C)C)c1,Ki,'=',200,nM,6.7,,,UO_0000065,18.01,0.35,1.29,14.09,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL4071258,,0,593.51,2,6.66,2.3,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1Cc1ccc(OCc2ccccc2Cl)cc1,Ki,'=',30,nM,7.52,,,UO_0000065,12.68,0.25,0.86,6.38,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4059877,,0,619.55,2,7.05,2.29,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NCC1CCCCC1)c1nnnn1Cc1ccc(OCc2ccccc2Cl)cc1,Ki,'=',130,nM,6.89,,,UO_0000065,11.11,0.22,-0.16,5.84,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4081794,,0,577.06,2,6.14,2.28,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1Cc1ccc(OCc2ccccc2F)cc1,Ki,'=',50,nM,7.3,,,UO_0000065,12.65,0.24,1.16,6.19,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4097714,,0,623.94,2,6.71,2.22,CCCCCNC(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)c1nnnn1-c1ccc(OCc2ccccc2Br)cc1,Ki,'=',200,nM,6.7,,,UO_0000065,10.74,0.23,-0.01,5.68,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3911184,,0,501.97,2,2.81,BDBM192239,CC(C)CC(NC(C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO,Ki,'=',900,nM,6.05,,344132,UO_0000065,12.04,0.24,3.24,3.89,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3939803,,0,515.01,2,2.99,BDBM192236,CC(C)CC(NC(C(=O)NCc1ccccc1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12)C(=O)NCCO,Ki,'=',9000,nM,5.05,,344136,UO_0000065,9.8,0.19,2.06,3.51,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3955087,,0,586.14,2,5.73,BDBM192245,CC(=O)N(Cc1ccccc1)C(C(=O)NC1CCCCC1)c1c(C(=O)NCCc2ccncc2)[nH]c2cc(Cl)ccc12,Ki,'=',6000,nM,5.22,,344141,UO_0000065,8.91,0.17,-0.51,4.87,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3921102,,0,523.94,2,5.03,BDBM192202,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(F)c(F)c1F,Ki,'=',2.1,nM,8.68,,344096,UO_0000065,16.56,0.33,3.65,9.48,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3923605,,0,477.61,1,5.29,BDBM192148,CC(=O)N(CC(C)C)C(C(=O)NCc1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ccccc12,Ki,'=',1.8,nM,8.74,,344106,UO_0000065,18.31,0.34,3.45,10.84,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL4092120,,0,588.51,2,5.54,34,O=C(N[C@H]1CC[C@@H](C(=O)O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',4,nM,8.4,,,UO_0000065,14.27,0.29,2.86,7.81,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4208830,,0,1927.89,None,None,D-MIPC-t2a,CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](C)NC(=O)[C@H](N)CC(=O)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,Ki,'=',6700,nM,5.17,,,UO_0000065,2.68,None,None,None,FALSE,CHEMBL4185136,Binding affinity to MDM2 (unknown origin) in assessed as reduction in MDM2 binding to Fl-p53-TAD after 30 mins by fluorescence polarization competition assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4184127,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL191334,NUTLIN-3,0,581.5,2,5.89,"2, nutlin-3",COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Ki,'=',36,nM,7.44,,,UO_0000065,12.8,0.25,1.55,8.92,TRUE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL379173,,0,577.53,1,4.33,"8, MI-63",CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',3,nM,8.52,,,UO_0000065,14.76,0.3,4.19,10.31,FALSE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL210611,,0,492.42,0,4.97,5,CN(C)C(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,Ki,'=',38,nM,7.42,,,UO_0000065,15.07,0.31,2.45,12.08,FALSE,CHEMBL866340,Displacement of PMDM6-F from human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148527,1,Scientific Literature,J. Med. Chem.,2006,None,
CHEMBL4112530,,0,543.06,1,3.47,BDBM192235,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(N[C@H](CC(C)C)C(=O)NCCO)C(=O)NCc1ccccc1,Ki,'=',9000,nM,5.05,,344130,UO_0000065,9.29,0.18,1.58,3.81,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3941845,,0,534.01,2,5.93,BDBM192185,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Oc2ccccc2)cc1,Ki,'=',1800,nM,5.75,,344085,UO_0000065,10.76,0.21,-0.19,5.14,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
